"ID;""TAG"";""RAW"";""TOKENS"";""NSW_TOKEN_INDEX"";""GOLD""",,,,,,,,,
"882;""URL"";""CUFS (University Financial System): UFS_enquiries@admin.cam.ac.uk"";""5"";""4"";""""",,
"883;""URL"";""UAS (the Administrative Computing Network): service-desk@uis.cam.ac.uk"";""6"";""5"";""""",,
"884;""URL"";""Moodle: moodlehelp@admin.cam.ac.uk"";""2"";""1"";""""",,
"885;""URL"";""Raven access to electronic library services: lib-raven@lists.cam.ac.uk"";""7"";""6"";""""",,
"886;""URL"";""University Card: univcard@uis.cam.ac.uk"";""3"";""2"";""""",,
"887;""URL"";""University map: service-desk@uis.cam.ac.uk"";""3"";""2"";""""",,
"888;""URL"";""Clinical School Computing Service (CSCS): cscs-helpdesk@medschl.cam.ac.uk"";""6"";""5"";""""",,
"889;""URL"";""email queries to info@cie.org.uk"";""4"";""3"";""""",,
"890;""URL"";""email general.qualifications@ocr.org.uk"";""2"";""1"";""""",,
"891;""URL"";""For more information"," please visit the Language Centre's website: http://www.langcen.cam.ac.uk/eap/eap.php"";""10"";""9"";""""",
"892;""URL"";""Philosophy", Politics and Economics (PPE) is not available as a single course," although the individual subjects are (see http://www.undergraduate.study.cam.ac.uk/courses)"";""19"";""18"";"""""
"893;""URL"";""Cambridge University Press has its own web site at http://www.cambridge.org"";""10"";""9"";""""",,
"894;""URL"";""Enquiries to information@cambridge.org"";""3"";""2"";""""",,
"895;""URL"";""Email: opendoor@hermes.cam.ac.uk"";""2"";""1"";""""",,
"896;""URL"";""The University of Cambridge Museums blog has moved to a shiny new home at http://www.museums.cam.ac.uk/blog"";""15"";""14"";""""",,
"897;""URL"";""If you are a visiting researcher or student looking for a research placement"," please consult the Research Directory (http://www.bigdata.cam.ac.uk/directory/principal-investigators"";""19"";""18"";""""",
"898;""URL"";""If you are seeking an Erasmus exchange postion"," please visit the website to check your eligibility and find information on applying: http://www.ist.admin.cam.ac.uk/erasmus-plus/incoming-students."";""22"";""21"";""""",
"899;""URL"";""For further information please contact directory@bigdata.cam.ac.uk"";""6"";""5"";""""",,
"900;""URL"";""Please contact coordinator@bigdata.cam.ac.uk for more details"";""6"";""2"";""""",,
"901;""URL"";""For more information please contact coordinator@bigdata.cam.ac.uk"," or visit CSaP’s website at http://www.csap.cam.ac.uk/programmes/pathways-impact/."";""12"";""5"";""""",
"902;""URL"";""For more information please contact coordinator@bigdata.cam.ac.uk"," or visit CSaP’s website at http://www.csap.cam.ac.uk/programmes/pathways-impact/."";""12"";""11"";""""",
"903;""HTAG"";""JC working miracles #ExitPoll"";""4"";""3"";""""",,
"904;""HTAG"";""The #GE2017 Exit Poll shows that the Conservatives would be the largest party"," but would not hold a majority"";""19"";""1"";""""",
"905;""HTAG"";""Exit poll got me like #Election2017"";""6"";""5"";""""",,
"906;""HTAG"";""New blog post: Words growing or shrinking in Hacker News titles: a tidy analysis http://varianceexplained.org/r/hn-trends/  #rstats"";""17"";""16"";""""",,
"907;""HTAG"";""collision force is finally working in #particles"";""7"";""6"";""""",,
"908;""HTAG"";""Add P-values and Significance Levels to ggplots https://wp.me/pMm6L-DrW  #rstats #DataScience"";""11"";""10"";""""",,
"909;""HTAG"";""Some great memories from past editions of the race #OVOToB"";""10"";""9"";""""",,
"910;""HTAG"";""This week’s election is crucial for the future prosperity of our country - #VoteConservative"";""14"";""13"";""""",,
"911;""HTAG"";""And this", boys and girls," is why #pragmatics matters."";""9"";""7"";"""""
"912;""HTAG"";""Franchise", the right to vote, is rooted in the French 'franc'," free. Voting symbolizes our freedom - there's still time. #Vote2017"";""21"";""20"";"""""
"913;""HTAG"";""Hypno-owl in my #ICLAVE9 hotel room"";""6"";""3"";""""",,,
"914;""HTAG"";""Watching Anne Widdecombe struggling to contain her rage like #AlternativeElectionNight"";""10"";""9"";""""",,,
"915;""HTAG"";""This guy is singlehandedly ruining an excellent episode of #8outof10cats"";""10"";""9"";""""",,,
"916;""HTAG"";""p-hacking is nothing but overfitting by a human. @talyarkoni prefers the term \""procedural overfitting\"". #ARP2017"";""15"";""14"";""""",,,
"917;""HTAG"";""#WonderWoman scene-stealers Robin Wright and Connie Nielsen are coming back for #JusticeLeague"";""12"";""0"";""""",,,
"918;""HTAG"";""#WonderWoman scene-stealers Robin Wright and Connie Nielsen are coming back for #JusticeLeague"";""12"";""11"";""""",,,
"919;""HTAG"";""LeBron begins his remarks by offering condolences to family of Todd Harris"," NBA exec who passed away. #NBAFinals"";""18"";""17"";""""",,
"920;""HTAG"";""\""The President never", in form or substance," directed or suggested that Mr Comey stop investigating anyone.\"" -- Trump attorney #ComeyHearings"";""20"";""19"";""""",
"921;""HTAG"";""#Cambridge voters embrace #dogsatpollingstations"";""4"";""0"";""""",,,
"922;""HTAG"";""#Cambridge voters embrace #dogsatpollingstations"";""4"";""3"";""""",,,
"923;""HTAG"";""Linguists"," please submit more #untranslatable words"";""6"";""4"";""""",,
"924;""HTAG"";""#windows"";""1"";""0"";""""",,,
"925;""HTAG"";""Feeling curmudgeonly about #bbcdebate"";""4"";""3"";""""",,,
"926;""HTAG"";""Oh Twitter"," never change #covfefe"";""5"";""4"";""""",,
"927;""HTAG"";""If you are #cheeserolling tomorrow here's all the times you need to know"";""13"";""3"";""""",,,
"928;""HTAG"";""pipeable summary functions in R from @AmeliaMN  https://github.com/ropenscilabs/skimr … #runconf17"";""11"";""10"";""""",
"929;""HTAG"";""Fortunately page limits exclude references ;) https://lindat.mff.cuni.cz/repository/xmlui/handle/11234/1-1983 #nlpproc"";""8"";""7"";""""",
"930;""HTAG"";""Dad tracks son’s #FirstWords in excel; reveals kids’ astronomical learning curves. Thanks Penn Collins. #WordGap"";""15"";""3"";""""",
"931;""HTAG"";""Dad tracks son’s #FirstWords in excel; reveals kids’ astronomical learning curves. Thanks Penn Collins. #WordGap"";""15"";""14"";""""",
"932;""HTAG"";""During nearly 20 years in space"," we've taken thousands of images. Want to see some of our favorites? #GrandFinale"";""19"";""18"";"""""
"933;""HTAG"";""#ROM ftw"";""2"";""0"";""""",
"934;""HTAG"";""Image of the week: #Saturn's hexagonal polar jet stream"";""9"";""4"";""""",
"935;""HTAG"";""#EdBallsDay great getaway traffic chaos"";""5"";""0"";""""",
"936;""HTAG"";""Tomorrow is #WorldTapirDay!"";""3"";""2"";""""",
"937;""HTAG"";""How important is #machinelearning"";""4"";""3"";""""",
"938;""HTAG"";""Published #OnThisDay in 1953"";""4"";""1"";""""",
"939;""HTAG"";""#Pompey win promotion to League One"";""6"";""0"";""""",
"940;""HTAG"";""What the world worries about. #dataviz"";""6"";""5"";""""",
"941;""HTAG"";""Bear this in mind as you wrap up your #emnlp2017 papers"";""11"";""9"";""""",
"942;""HTAG"";""12-2 | #gowest"";""3"";""2"";""""",
"943;""HTAG"";""'Whenever you find a seemingly good result"," assume it was caused by an error' @russpoldrack #repro17"";""16"";""15"";"""""
"944;""HTAG"";""Oh dear"," that's some unfortunate timing #unitedAIRLINES"";""7"";""6"";"""""
"945;""HTAG"";""When your (simple) hypothesis looks to be right. Why research rocks! #linguistics #nlpproc #CharlieBrownDance"";""14"";""11"";""""",
"946;""HTAG"";""When your (simple) hypothesis looks to be right. Why research rocks! #linguistics #nlpproc #CharlieBrownDance"";""14"";""12"";""""",
"947;""HTAG"";""When your (simple) hypothesis looks to be right. Why research rocks! #linguistics #nlpproc #CharlieBrownDance"";""14"";""13"";""""",
"948;""HTAG"";""“Tributes to Dancing Ken 🕺🏼” by @GlosLiveOnline #dancingken"";""8"";""7"";""""",
"949;""HTAG"";""I talk to myself in front of large numbers of young people busy on their smartphones. #badlyexplainyourjob"";""17"";""16"";""""",
"950;""HTAG"";""#EFL learners"," please help #WriteandImprove with new research"";""8"";""0"";"""""
"951;""NONE"";""??!??"";""1"";""0"";""""",
"952;""NONE"";""###"";""1"";""0"";""""",
"953;""NONE"";""!!"";""1"";""0"";""""",
"954;""NONE"";"":)"";""1"";""0"";""""",
"955;""NONE"";"":-)"";""1"";""0"";""""",
"956;""NONE"";"":/"";""1"";""0"";""""",
"957;""NONE"";"":-/"";""1"";""0"";""""",
"958;""NONE"";"":("";""1"";""0"";""""",
"959;""NONE"";"":-("";""1"";""0"";""""",
"960;""NONE"";""=)"";""1"";""0"";"""""
"961;""NONE"";"":D"";""1"";""0"";"""""
"962;""NONE"";"":-D"";""1"";""0"";"""""
"963;""NONE"";"";)"";""1"";""0"";"""""
"964;""NONE"";"";-)"";""1"";""0"";"""""
"965;""NONE"";"";+)"";""1"";""0"";"""""
"966;""NONE"";"":p"";""1"";""0"";"""""
"967;""NONE"";"":-p"";""1"";""0"";"""""
"968;""NONE"";"";-("";""1"";""0"";"""""
"969;""NONE"";"";("";""1"";""0"";"""""
"970;""NONE"";"":@"";""1"";""0"";"""""
"971;""NONE"";"":-@"";""1"";""0"";"""""
"972;""NONE"";"":-o"";""1"";""0"";"""""
"973;""NONE"";"":o"";""1"";""0"";"""""
"974;""NONE"";""8)"";""1"";""0"";"""""
"975;""NONE"";""8-)"";""1"";""0"";"""""
"976;""NONE"";"">:-)"";""1"";""0"";"""""
"977;""NONE"";""<:-|"";""1"";""0"";"""""
"978;""NONE"";""*"";""1"";""0"";"""""
"979;""NONE"";""**"";""1"";""0"";"""""
"980;""NONE"";""***"";""1"";""0"";"""""
"981;""NONE"";""??"";""1"";""0"";"""""
"982;""NONE"";""<<"";""1"";""0"";"""""
"983;""NONE"";"">>"";""1"";""0"";"""""
"984;""NONE"";""~"";""1"";""0"";"""""
"985;""NONE"";""..."";""1"";""0"";"""""
"986;""NONE"";""…"";""1"";""0"";"""""
"987;""NONE"";"":-s"";""1"";""0"";"""""
"988;""NONE"";"":s"";""1"";""0"";"""""
"989;""NONE"";"":-$"";""1"";""0"";"""""
"990;""NONE"";"":-X"";""1"";""0"";"""""
"991;""NONE"";"":-#"";""1"";""0"";"""""
"992;""NONE"";""<3"";""1"";""0"";"""""
"993;""NONE"";""\o/"";""1"";""0"";"""""
"994;""NONE"";""v.v"";""1"";""0"";"""""
"995;""NONE"";"">.<"";""1"";""0"";"""""
"996;""NONE"";"":-))"";""1"";""0"";"""""
"997;""NONE"";""#$%!"";""1"";""0"";"""""
"998;""NONE"";""#@*%&!"";""1"";""0"";"""""
"999;""NONE"";""####"";""1"";""0"";"""""
"1000;""NONE"";""??!!!!"";""1"";""0"";"""""
